,Country,City,AccentCity,Region,Population,Latitude,Longitude
991215,gb,derby,Derby,D2,235029.0,52.933333,-1.5
991251,gb,dewsbury,Dewsbury,G8,56641.0,53.7,-1.616667
991289,gb,dingwall,Dingwall,V3,4687.0,57.6,-4.45
991302,gb,dirleton,Dirleton,U6,496.0,56.033333,-2.766667
991357,gb,dollar,Dollar,U1,2845.0,56.15,-3.666667
991367,gb,doncaster,Doncaster,D5,67671.0,53.533333,-1.116667
991381,gb,dorchester,Dorchester,D6,16879.0,50.716667,-2.433333
991390,gb,dornoch,Dornoch,V3,1261.0,57.86666700000001,-4.033333
991402,gb,douglas,Douglas,W5,1685.0,55.55,-3.85
991405,gb,doune,Doune,W6,1616.0,56.2,-4.0833330000000005
991463,gb,droitwich,Droitwich,Q4,23589.0,52.266667,-2.15
991469,gb,dronfield,Dronfield,D3,20942.0,53.3,-1.466667
991473,gb,droylsden,Droylsden,O1,23689.0,53.483332999999995,-2.15
991501,gb,drumnadrochit,Drumnadrochit,V3,881.0,57.333332999999996,-4.483333
991513,gb,drymen,Drymen,W6,623.0,56.066667,-4.433333
991525,gb,dudley,Dudley,D7,199060.0,52.5,-2.083333
991532,gb,dufftown,Dufftown,V6,1384.0,57.433333,-3.1333330000000004
991549,gb,dumbarton,Dumbarton,W7,19878.0,55.95,-4.566667
991554,gb,dumfries,Dumfries,U2,30656.0,55.066667,-3.55
991564,gb,dunbar,Dunbar,U6,6414.0,56.0,-2.516667
991566,gb,dunblane,Dunblane,W6,8056.0,56.2,-3.9666669999999997
991571,gb,dundee,Dundee,U3,151593.0,56.5,-2.9666669999999997
991573,gb,dundonald,Dundonald,W4,2399.0,55.566667,-4.5833330000000005
991583,gb,dunfermline,Dunfermline,V1,38961.0,56.083332999999996,-3.4666669999999997
991602,gb,dunlop,Dunlop,U4,844.0,55.7,-4.533333
991615,gb,dunning,Dunning,W1,955.0,56.3,-3.583333
991620,gb,dunoon,Dunoon,T8,7981.0,55.95,-4.95
991625,gb,duns,Duns,T9,2630.0,55.766667000000005,-2.35
991629,gb,dunstable,Dunstable,Z6,51974.0,51.883333,-0.516667
991645,gb,durham,Durham,D8,45696.0,54.766667000000005,-1.566667
991676,gb,eaglesfield,Eaglesfield,U2,601.0,55.05,-3.2
991677,gb,eaglesham,Eaglesham,U7,3077.0,55.733332999999995,-4.266667
991698,gb,earlston,Earlston,T9,1728.0,55.63333299999999,-2.666667
991725,gb,eastbourne,Eastbourne,E2,112906.0,50.8,0.25
991782,gb,east grinstead,East Grinstead,P6,26523.0,51.116667,-0.016666999999999998
991812,gb,east kilbride,East Kilbride,W5,74231.0,55.766667000000005,-4.1666669999999995
991822,gb,eastleigh,Eastleigh,F2,54225.0,50.966667,-1.35
991825,gb,east linton,East Linton,U6,2008.0,55.983332999999995,-2.65
991862,gb,east retford,East Retford,J9,21897.0,53.316667,-0.933333
991888,gb,east wemyss,East Wemyss,V1,1856.0,56.15,-3.066667
991907,gb,eaton socon,Eaton Socon,C3,12712.0,52.216667,-0.283333
991909,gb,ebbw vale,Ebbw Vale,X2,18345.0,51.783333,-3.2
991914,gb,ecclefechan,Ecclefechan,U2,705.0,55.05,-3.266667
991917,gb,eccles,Eccles,L5,37275.0,53.483332999999995,-2.333333
991950,gb,edinburgh,Edinburgh,U8,435794.0,55.95,-3.2
991978,gb,edzell,Edzell,T7,790.0,56.8,-2.65
991987,gb,egham,Egham,N7,29663.0,51.416667,-0.566667
992015,gb,elgin,Elgin,V6,21236.0,57.65,-3.333333
992018,gb,elie,Elie,V1,949.0,56.2,-2.816667
992043,gb,ellesmere port,Ellesmere Port,28,67768.0,53.283333,-2.9
992051,gb,ellon,Ellon,T6,8750.0,57.35,-2.083333
992159,gb,errol,Errol,W1,1039.0,56.38333299999999,-3.2
992198,gb,evanton,Evanton,V3,1138.0,57.666667000000004,-4.3333330000000005
992225,gb,exeter,Exeter,D4,113119.0,50.7,-3.5333330000000003
992230,gb,exmouth,Exmouth,D4,35154.0,50.583333,-3.4
992240,gb,eyemouth,Eyemouth,T9,3395.0,55.86666700000001,-2.1
992253,gb,failsworth,Failsworth,K1,20210.0,53.516667000000005,-2.1333330000000004
992259,gb,fairlie,Fairlie,V7,1568.0,55.75,-4.85
992269,gb,falkirk,Falkirk,U9,32479.0,56.0,-3.75
992270,gb,falkland,Falkland,V1,1168.0,56.25,-3.2
992273,gb,falmouth,Falmouth,C6,22222.0,50.148333,-5.076111
992278,gb,fareham,Fareham,F2,57390.0,50.85,-1.183333
992298,gb,farnborough,Farnborough,F2,59902.0,51.266667,-0.733333
992310,gb,farnham,Farnham,N7,36971.0,51.2,-0.8
992317,gb,farnworth,Farnworth,B1,25680.0,53.55,-2.4
992330,gb,fauldhouse,Fauldhouse,W9,4610.0,55.816667,-3.7166669999999997
992366,gb,felling,Felling,E5,34355.0,54.955,-1.56
992391,gb,fenwick,Fenwick,U4,828.0,55.65,-4.433333
992453,gb,findhorn,Findhorn,V6,1040.0,57.65,-3.6
992454,gb,findochty,Findochty,V6,1102.0,57.683333,-2.9
992519,gb,fleet,Fleet,F2,34218.0,51.283333,-0.833333
992522,gb,fleetwood,Fleetwood,H2,27077.0,53.916667000000004,-3.0
992549,gb,fochabers,Fochabers,V6,1494.0,57.61666700000001,-3.083333
992556,gb,folkestone,Folkestone,G5,45992.0,51.083333,1.183333
992585,gb,forfar,Forfar,T7,13237.0,56.65,-2.8833330000000004
992590,gb,formby,Formby,L8,24225.0,53.55,-3.05
992596,gb,forres,Forres,V6,9134.0,57.6,-3.6166669999999996
992600,gb,fort augustus,Fort Augustus,V3,499.0,57.13333299999999,-4.683333
992606,gb,forth,Forth,W5,2087.0,55.75,-3.683333
992611,gb,fortrose,Fortrose,V3,1206.0,57.583332999999996,-4.133333
992614,gb,fort william,Fort William,V3,9652.0,56.816667,-5.116667
992671,gb,fraserburgh,Fraserburgh,T6,12249.0,57.683333,-2.016667
992688,gb,freuchie,Freuchie,V1,1120.0,56.233332999999995,-3.15
992703,gb,friockheim,Friockheim,T7,787.0,56.63333299999999,-2.6333330000000004
992725,gb,frome,Frome,M3,24948.0,51.229167,-2.318333
992763,gb,fyvie,Fyvie,T6,499.0,57.416667000000004,-2.3833330000000004
992772,gb,gainsborough,Gainsborough,H7,19871.0,53.38333299999999,-0.766667
992776,gb,galashiels,Galashiels,T9,14351.0,55.6,-2.816667
992788,gb,galston,Galston,U4,4902.0,55.583332999999996,-4.383333
992803,gb,gardenstown,Gardenstown,T6,700.0,57.666667000000004,-2.333333
992804,gb,garelochhead,Garelochhead,T8,1296.0,56.083332999999996,-4.85
992808,gb,gargunnock,Gargunnock,W6,677.0,56.11666700000001,-4.0833330000000005
992855,gb,gatehouse of fleet,Gatehouse of Fleet,U2,875.0,54.88333299999999,-4.183333
992860,gb,gateshead,Gateshead,E5,77649.0,54.945,-1.6175
992906,gb,giffnock,Giffnock,U7,16038.0,55.8,-4.283333
992907,gb,gifford,Gifford,U6,674.0,55.9,-2.733333
992922,gb,gillingham,Gillingham,I3,101187.0,51.4,0.566667
992936,gb,girvan,Girvan,W4,6821.0,55.233332999999995,-4.866667
992962,gb,glasgow,Glasgow,V2,610271.0,55.833332999999996,-4.25
992965,gb,glassford,Glassford,W5,606.0,55.7,-4.033333
992988,gb,glenboig,Glenboig,V8,1468.0,55.88333299999999,-4.033333
993002,gb,glenfarg,Glenfarg,W1,449.0,56.266667000000005,-3.4
993011,gb,glenluce,Glenluce,U2,618.0,54.86666700000001,-4.8333330000000005
993024,gb,glenrothes,Glenrothes,V1,38734.0,56.2,-3.183333
993032,gb,glossop,Glossop,D3,33243.0,53.416667000000004,-1.9
993033,gb,gloucester,Gloucester,E6,128722.0,51.833333,-2.166667
993054,gb,godalming,Godalming,N7,22199.0,51.183333000000005,-0.6
993066,gb,golborne,Golborne,P7,24021.0,53.466667,-2.6
993076,gb,golspie,Golspie,V3,1381.0,57.966667,-3.9666669999999997
993094,gb,gorebridge,Gorebridge,V5,5874.0,55.833332999999996,-3.05
993123,gb,gosforth,Gosforth,I7,23975.0,55.0,-1.616667
993124,gb,gosport,Gosport,F2,70793.0,50.8,-1.133333
993128,gb,gourdon,Gourdon,T6,569.0,56.816667,-2.2833330000000003
993170,gb,grantham,Grantham,H7,35720.0,52.9,-0.633333
993186,gb,gravesend,Gravesend,G5,54264.0,51.433333000000005,0.366667
993190,gb,grays,Grays,O3,70935.0,51.483333,0.333333
993297,gb,great malvern,Great Malvern,Q4,37663.0,52.116667,-2.316667
993332,gb,great sankey,Great Sankey,P2,43793.0,53.38333299999999,-2.6166669999999996
993370,gb,great yarmouth,Great Yarmouth,I9,59601.0,52.63333299999999,1.75
993389,gb,greenlaw,Greenlaw,T9,570.0,55.7,-2.4666669999999997
993391,gb,greenock,Greenock,V4,43496.0,55.933333,-4.75
993408,gb,gretna,Gretna,U2,2692.0,54.983332999999995,-3.066667
993422,gb,grimsby,Grimsby,J2,87819.0,53.533333,-0.05
993465,gb,guildford,Guildford,N7,71873.0,51.216667,-0.566667
993475,gb,gullane,Gullane,U6,2133.0,56.033333,-2.816667
993536,gb,haddington,Haddington,U6,8780.0,55.916667000000004,-2.75
993567,gb,halesowen,Halesowen,D7,55265.0,52.45,-2.05
993574,gb,halifax,Halifax,C2,82625.0,53.716667,-1.85
993577,gb,halkirk,Halkirk,V3,897.0,58.5,-3.5
993719,gb,harlow,Harlow,E4,94365.0,51.783333,0.166667
993728,gb,harpenden,Harpenden,F8,28966.0,51.8,-0.35
993742,gb,harrogate,Harrogate,J7,87024.0,53.983332999999995,-1.533333
993761,gb,harthill,Harthill,V8,3464.0,55.86666700000001,-3.75
993766,gb,hartlepool,Hartlepool,F5,86713.0,54.686111,-1.2125
993799,gb,hastings,Hastings,E2,89100.0,50.85,0.6
993806,gb,hatfield,Hatfield,D5,14199.0,53.566667,-0.983333
993808,gb,hatfield,Hatfield,F8,33044.0,51.766667,-0.166667
993831,gb,havant,Havant,F2,45574.0,50.85,-0.983333
993833,gb,haverfordwest,Haverfordwest,Y7,13469.0,51.801667,-4.970833
993845,gb,hawick,Hawick,T9,14053.0,55.433333,-2.7833330000000003
993851,gb,hawkhead,Hawkhead,W2,968.0,55.833332999999996,-4.383333
993892,gb,haywards heath,Haywards Heath,P6,29660.0,50.983333,-0.1
993913,gb,heanor,Heanor,D3,23122.0,53.0,-1.3
993950,gb,helensburgh,Helensburgh,T8,14108.0,56.016667000000005,-4.733333
993960,gb,helmsdale,Helmsdale,V3,637.0,58.11666700000001,-3.666667
993972,gb,hemel hempstead,Hemel Hempstead,F8,85630.0,51.75,-0.466667
994030,gb,hereford,Hereford,F7,58281.0,52.05,-2.7166669999999997
994037,gb,herne bay,Herne Bay,G5,36642.0,51.366667,1.133333
994047,gb,hertford,Hertford,F8,25848.0,51.8,-0.06666699999999999
994062,gb,heswall,Heswall,Q1,30065.0,53.316667,-3.1
994085,gb,heywood,Heywood,L2,28016.0,53.583332999999996,-2.2166669999999997
994142,gb,high valleyfield,High Valleyfield,V1,2837.0,56.05,-3.6
994148,gb,high wycombe,High Wycombe,B9,80357.0,51.633333,-0.766667
994172,gb,hillside,Hillside,T7,999.0,56.733332999999995,-2.483333
994190,gb,hinckley,Hinckley,H5,45130.0,52.533333,-1.366667
994194,gb,hindley,Hindley,P7,24169.0,53.533333,-2.583333
994223,gb,hitchin,Hitchin,F8,33830.0,51.95,-0.266667
994240,gb,hoddesdon,Hoddesdon,F8,35174.0,51.75,0.0
994251,gb,holbeach,Holbeach,H7,7408.0,52.8,0.016666999999999998
994344,gb,honiton,Honiton,D4,11463.0,50.8,-3.183333
994364,gb,hopeman,Hopeman,V6,1675.0,57.7,-3.416667
994418,gb,horsham,Horsham,P6,50680.0,51.05,-0.333333
994463,gb,houston,Houston,W2,7031.0,55.86666700000001,-4.55
994464,gb,hove,Hove,B6,75174.0,50.833333,-0.183333
994491,gb,huddersfield,Huddersfield,G8,149018.0,53.65,-1.7833330000000003
994529,gb,huntingdon,Huntingdon,C3,21059.0,52.333333,-0.183333
994536,gb,huntly,Huntly,T6,4390.0,57.45,-2.7833330000000003
994584,gb,hyde,Hyde,O1,31926.0,53.45,-2.083333
994625,gb,ilfracombe,Ilfracombe,D4,10486.0,51.216667,-4.116667
994626,gb,ilkeston,Ilkeston,D3,38587.0,52.966667,-1.3
994657,gb,inchture,Inchture,W1,715.0,56.433333,-3.166667
994684,gb,innellan,Innellan,T8,1132.0,55.88333299999999,-4.966667
994686,gb,innerleithen,Innerleithen,T9,2591.0,55.61666700000001,-3.066667
994690,gb,insch,Insch,T6,1504.0,57.333332999999996,-2.6166669999999996
994699,gb,inveraray,Inveraray,T8,568.0,56.233332999999995,-5.066667
994703,gb,inverbervie,Inverbervie,T6,2162.0,56.85,-2.266667
994718,gb,invergordon,Invergordon,V3,3949.0,57.683333,-4.183333
994731,gb,inverkeithing,Inverkeithing,V1,5163.0,56.033333,-3.3833330000000004
994733,gb,inverkip,Inverkip,V4,1733.0,55.9,-4.866667
994747,gb,inverness,Inverness,V3,40755.0,57.466667,-4.233333
994757,gb,inverurie,Inverurie,T6,11324.0,57.266667000000005,-2.3666669999999996
994765,gb,ipswich,Ipswich,N5,143768.0,52.083333,1.166667
994780,gb,irvine,Irvine,V7,32749.0,55.6,-4.6666669999999995
994807,gb,ivybridge,Ivybridge,D4,13277.0,50.383333,-3.916667
994820,gb,jarrow,Jarrow,M7,27264.0,54.98055600000001,-1.450833
994823,gb,jedburgh,Jedburgh,T9,4045.0,55.466667,-2.566667
994836,gb,johnshaven,Johnshaven,T6,641.0,56.783333,-2.333333
994869,gb,keighley,Keighley,B4,50171.0,53.88333299999999,-1.916667
994881,gb,keith,Keith,V6,4396.0,57.533333,-2.933333
994899,gb,kelso,Kelso,T9,5154.0,55.583332999999996,-2.433333
994903,gb,kelty,Kelty,V1,5644.0,56.13333299999999,-3.3833330000000004
994909,gb,kemnay,Kemnay,T6,3889.0,57.233332999999995,-2.45
994916,gb,kendal,Kendal,C9,29468.0,54.316667,-2.75
994920,gb,kenilworth,Kenilworth,P3,22799.0,52.35,-1.583333
994935,gb,kennoway,Kennoway,V1,4596.0,56.2,-3.05
994972,gb,kettering,Kettering,J9,53329.0,52.4,-0.716667
994995,gb,kidderminster,Kidderminster,Q4,56657.0,52.383333,-2.25
994998,gb,kidsgrove,Kidsgrove,N1,29480.0,53.083332999999996,-2.233333
995003,gb,kilbirnie,Kilbirnie,V7,6972.0,55.75,-4.7
995022,gb,kilcreggan,Kilcreggan,T8,1343.0,55.983332999999995,-4.8333330000000005
995061,gb,killin,Killin,W6,666.0,56.466667,-4.316667
995070,gb,kilmacolm,Kilmacolm,V4,3887.0,55.88333299999999,-4.616667
995075,gb,kilmarnock,Kilmarnock,U4,42905.0,55.63333299999999,-4.533333
995078,gb,kilmaurs,Kilmaurs,U4,2528.0,55.63333299999999,-4.533333
995122,gb,kilsyth,Kilsyth,V8,9662.0,55.966667,-4.05
995128,gb,kilwinning,Kilwinning,V7,16000.0,55.65,-4.716667
995146,gb,kincardine,Kincardine,V1,3014.0,56.066667,-3.7166669999999997
995161,gb,kinghorn,Kinghorn,V1,2776.0,56.066667,-3.166667
995162,gb,kinglassie,Kinglassie,V1,1274.0,56.166667000000004,-3.233333
995179,gb,kingseat,Kingseat,W1,500.0,56.683333,-3.4
995184,gb,kingskettle,Kingskettle,V1,993.0,56.25,-3.1166669999999996
995204,gb,kingsteignton,Kingsteignton,D4,11360.0,50.55,-3.583333
995226,gb,kingston upon hull,Kingston upon Hull,G6,302297.0,53.716667,-0.333333
995233,gb,kingswood,Kingswood,M6,64793.0,51.452778,-2.5083330000000004
995244,gb,kingussie,Kingussie,V3,1442.0,57.083332999999996,-4.05
995253,gb,kinlochleven,Kinlochleven,V3,831.0,56.7,-4.966667
995260,gb,kinloss,Kinloss,V6,2011.0,57.61666700000001,-3.566667
995276,gb,kinross,Kinross,W1,4691.0,56.2,-3.416667
995283,gb,kintore,Kintore,T6,1688.0,57.216667,-2.35
995292,gb,kippen,Kippen,W6,990.0,56.11666700000001,-4.1666669999999995
995321,gb,kirkby in ashfield,Kirkby in Ashfield,J9,27539.0,53.083332999999996,-1.266667
995322,gb,kirkby,Kirkby,G9,39208.0,53.483332999999995,-2.9
995343,gb,kirkconnel,Kirkconnel,U2,1993.0,55.38333299999999,-4.0
995347,gb,kirkcudbright,Kirkcudbright,U2,3367.0,54.833332999999996,-4.033333
995363,gb,kirkintilloch,Kirkintilloch,U5,19489.0,55.916667000000004,-4.1666669999999995
995375,gb,kirkliston,Kirkliston,U8,3139.0,55.95,-3.4
995383,gb,kirknewton,Kirknewton,W9,1755.0,55.88333299999999,-3.416667
995409,gb,kirkton of largo,Kirkton of Largo,V1,496.0,56.216667,-2.916667
995421,gb,kirkwall,Kirkwall,V9,6196.0,58.966667,-2.95
995428,gb,kirriemuir,Kirriemuir,T7,6108.0,56.666667000000004,-3.0
995500,gb,kyle of lochalsh,Kyle of Lochalsh,V3,734.0,57.266667000000005,-5.716667
995520,gb,ladybank,Ladybank,V1,1519.0,56.266667000000005,-3.1333330000000004
995550,gb,lamlash,Lamlash,V7,1046.0,55.533333,-5.15
995559,gb,lanark,Lanark,W5,8152.0,55.65,-3.7833330000000003
995562,gb,lancaster,Lancaster,H2,47162.0,54.066667,-2.833333
995576,gb,langbank,Langbank,W2,884.0,55.916667000000004,-4.5833330000000005
995590,gb,langholm,Langholm,U2,2213.0,55.15,-3.0
995637,gb,largs,Largs,V7,11126.0,55.783333,-4.85
995640,gb,larkhall,Larkhall,W5,15410.0,55.733332999999995,-3.9666669999999997
995660,gb,lauder,Lauder,T9,1078.0,55.7,-2.75
995669,gb,laurencekirk,Laurencekirk,T6,1916.0,56.816667,-2.45
995682,gb,law,Law,W5,2994.0,55.75,-3.8833330000000004
995720,gb,leatherhead,Leatherhead,N7,43544.0,51.283333,-0.31666700000000003
995751,gb,leeds,Leeds,H3,455124.0,53.8,-1.583333
995768,gb,leicester,Leicester,H4,339240.0,52.63333299999999,-1.133333
995769,gb,leicester,Leicester,H5,339240.0,52.664913,-1.034894
995778,gb,leigh,Leigh,P7,43627.0,53.483332999999995,-2.516667
995785,gb,leighton buzzard,Leighton Buzzard,Z6,33467.0,51.916667,-0.65
995806,gb,lennoxtown,Lennoxtown,U5,3795.0,55.966667,-4.2
995818,gb,lerwick,Lerwick,W3,6594.0,60.15,-1.15
995822,gb,lesmahagow,Lesmahagow,W5,3823.0,55.61666700000001,-3.9
995825,gb,letchworth,Letchworth,F8,33955.0,51.966667,-0.216667
995829,gb,letham,Letham,T7,1591.0,56.61666700000001,-2.766667
995839,gb,leuchars,Leuchars,V1,2341.0,56.38333299999999,-2.8833330000000004
995851,gb,lewes,Lewes,E2,16479.0,50.866667,-0.016666999999999998
995861,gb,leyland,Leyland,H2,37615.0,53.683333,-2.7
995866,gb,lhanbryde,Lhanbryde,V6,1845.0,57.61666700000001,-3.2166669999999997
995872,gb,lichfield,Lichfield,N1,28973.0,52.683333,-1.8166669999999998
995899,gb,limekilns,Limekilns,V1,1329.0,56.033333,-3.4666669999999997
995904,gb,lincoln,Lincoln,H7,89228.0,53.233332999999995,-0.533333
995924,gb,linlithgow,Linlithgow,W9,13863.0,55.889081999999995,-3.5694190000000003
995949,gb,lisburn,Lisburn,S5,45314.0,54.516667000000005,-6.066667
995970,gb,litherland,Litherland,L8,22971.0,53.466667,-3.0
996030,gb,littlehampton,Littlehampton,P6,58714.0,50.8,-0.533333
996117,gb,liverpool,Liverpool,H8,468946.0,53.416667000000004,-3.0
996120,gb,livingston,Livingston,W9,53798.0,55.88333299999999,-3.5333330000000003
996218,gb,llandrindod wells,Llandrindod Wells,Y8,5350.0,52.233333,-3.3833330000000004
996243,gb,llanelli,Llanelli,X7,47206.0,51.676111,-4.156667
996332,gb,llangefni,Llangefni,X1,4361.0,53.266667000000005,-4.3333330000000005
996545,gb,loanhead,Loanhead,V5,6358.0,55.86666700000001,-3.15
996546,gb,loans,Loans,W4,825.0,55.55,-4.633333
996550,gb,locharbriggs,Locharbriggs,U2,6333.0,55.1,-3.583333
996563,gb,lochgilphead,Lochgilphead,T8,2272.0,56.033333,-5.4166669999999995
996567,gb,lochmaben,Lochmaben,U2,1910.0,55.11666700000001,-3.45
996574,gb,lochwinnoch,Lochwinnoch,W2,2684.0,55.783333,-4.633333
996577,gb,lockerbie,Lockerbie,U2,3986.0,55.11666700000001,-3.35
996634,gb,londonderry,Londonderry,S6,86312.0,55.0,-7.25
996635,gb,london,London,H9,7421228.0,51.514125,-0.093689
996657,gb,long eaton,Long Eaton,D3,47898.0,52.9,-1.266667
996664,gb,longforgan,Longforgan,W1,678.0,56.45,-3.1166669999999996
996694,gb,longniddry,Longniddry,U6,2482.0,55.966667,-2.8833330000000004
996703,gb,longside,Longside,T6,722.0,57.516667000000005,-1.9333330000000002
996734,gb,lossiemouth,Lossiemouth,V6,6841.0,57.7,-3.2833330000000003
996741,gb,loughborough,Loughborough,H5,59317.0,52.766667000000005,-1.2
996746,gb,loughton,Loughton,E4,42229.0,51.633333,0.06666699999999999
996751,gb,louth,Louth,H7,16635.0,53.36666700000001,-0.016666999999999998
996810,gb,lowestoft,Lowestoft,N5,71479.0,52.483332999999995,1.75
996874,gb,luncarty,Luncarty,W1,1236.0,56.45,-3.4666669999999997
996876,gb,lundin links,Lundin Links,V1,2124.0,56.2,-2.95
996881,gb,lurgan,Lurgan,R8,23602.0,54.466667,-6.3333330000000005
996892,gb,luton,Luton,I1,193670.0,51.883333,-0.416667
996942,gb,macclesfield,Macclesfield,Z7,51739.0,53.25,-2.1166669999999996
996943,gb,macduff,Macduff,T6,3747.0,57.666667000000004,-2.483333
996951,gb,macmerry,Macmerry,U6,1082.0,55.933333,-2.9
996973,gb,maesteg,Maesteg,X3,17830.0,51.605,-3.650833
996995,gb,maidenhead,Maidenhead,P9,59463.0,51.516667,-0.7
996997,gb,maidens,Maidens,W4,530.0,55.333332999999996,-4.816667
997000,gb,maidstone,Maidstone,G5,90894.0,51.266667,0.516667
997014,gb,mallaig,Mallaig,V3,742.0,57.0,-5.8333330000000005
997036,gb,manchester,Manchester,I2,395516.0,53.5,-2.2166669999999997
997043,gb,mangotsfield,Mangotsfield,M6,36427.0,51.493056,-2.508611
997060,gb,mansfield,Mansfield,J9,70447.0,53.13333299999999,-1.2
997100,gb,margate,Margate,G5,60134.0,51.383333,1.416667
997213,gb,matlock,Matlock,D3,11516.0,53.13333299999999,-1.533333
997217,gb,mauchline,Mauchline,U4,4137.0,55.516667000000005,-4.366667
997218,gb,maud,Maud,T6,673.0,57.516667000000005,-2.1
997232,gb,maybole,Maybole,W4,4447.0,55.333332999999996,-4.7
997289,gb,melrose,Melrose,T9,1640.0,55.583332999999996,-2.7166669999999997
997296,gb,melton mowbray,Melton Mowbray,H5,26405.0,52.766667000000005,-0.883333
997343,gb,merthyr tydfil,Merthyr Tydfil,Y3,30821.0,51.75,-3.3833330000000004
997356,gb,methven,Methven,W1,1161.0,56.416667000000004,-3.566667
997398,gb,middlesbrough,Middlesbrough,K9,142708.0,54.572778,-1.162778
997414,gb,middleton,Middleton,L2,45589.0,53.55,-2.2
997484,gb,millport,Millport,V7,1260.0,55.75,-4.95
997500,gb,milnathort,Milnathort,W1,1885.0,56.216667,-3.416667
997511,gb,milton keynes,Milton Keynes,I6,31967.0,52.033333,-0.7
997543,gb,mintlaw,Mintlaw,T6,2673.0,57.516667000000005,-2.0
997571,gb,moffat,Moffat,U2,2077.0,55.316667,-3.45
997575,gb,mold,Mold,Y1,9995.0,53.166667000000004,-3.1333330000000004
997619,gb,monkton,Monkton,W4,668.0,55.5,-4.6
997628,gb,montrose,Montrose,T7,10620.0,56.7,-2.45
997660,gb,morecambe,Morecambe,H2,51645.0,54.066667,-2.85
997688,gb,morley,Morley,H3,57386.0,53.733332999999995,-1.583333
997723,gb,motherwell,Motherwell,V8,29908.0,55.783333,-4.0
997791,gb,muirkirk,Muirkirk,U4,1539.0,55.516667000000005,-4.05
997793,gb,muir of ord,Muir of Ord,V3,1807.0,57.516667000000005,-4.45
997822,gb,musselburgh,Musselburgh,U6,22656.0,55.933333,-3.05
997824,gb,muthill,Muthill,W1,668.0,56.316667,-3.833333
997846,gb,nailsea,Nailsea,J4,16537.0,51.430278,-2.7625
997849,gb,nairn,Nairn,V3,8551.0,57.5,-3.833333
997886,gb,neath,Neath,Y5,46126.0,51.656110999999996,-3.802222
997899,gb,neilston,Neilston,U7,5091.0,55.783333,-4.4166669999999995
997900,gb,nelson,Nelson,H2,29317.0,53.833332999999996,-2.2
997910,gb,netherburn,Netherburn,W5,710.0,55.7,-3.916667
997983,gb,newburgh,Newburgh,T6,1377.0,57.3,-2.0
997984,gb,newburgh,Newburgh,V1,1909.0,56.333332999999996,-3.25
997985,gb,newburn,Newburn,E5,41347.0,54.966667,-1.7333330000000002
997986,gb,newbury,Newbury,P4,33065.0,51.4,-1.316667
998001,gb,newcastleton,Newcastleton,T9,751.0,55.166667000000004,-2.816667
998003,gb,newcastle upon tyne,Newcastle upon Tyne,I7,192382.0,54.98805600000001,-1.619444
998014,gb,new cumnock,New Cumnock,U4,2884.0,55.4,-4.183333
998016,gb,new deer,New Deer,T6,559.0,57.5,-2.2
998072,gb,new pitsligo,New Pitsligo,T6,907.0,57.583332999999996,-2.183333
998075,gb,newport,Newport,G2,24200.0,50.7,-1.3
998078,gb,newport,Newport,Y6,117327.0,51.583333,-2.983333
998090,gb,newry,Newry,S9,26271.0,54.183333,-6.3333330000000005
998092,gb,new scone,New Scone,W1,4355.0,56.416667000000004,-3.4
998101,gb,newton abbot,Newton Abbot,D4,25789.0,50.533333,-3.6
998103,gb,newton aycliffe,Newton Aycliffe,D8,26269.0,54.61666700000001,-1.566667
998109,gb,newtonhill,Newtonhill,T6,3284.0,57.033333,-2.15
998115,gb,newtonmore,Newtonmore,V3,988.0,57.066667,-4.133333
998140,gb,newton stewart,Newton Stewart,U2,3548.0,54.966667,-4.483333
998147,gb,newtownards,Newtownards,Q7,28878.0,54.583332999999996,-5.6666669999999995
998159,gb,newtown saint boswells,Newtown Saint Boswells,T9,1225.0,55.583332999999996,-2.683333
998163,gb,newtyle,Newtyle,T7,731.0,56.55,-3.1333330000000004
998206,gb,northallerton,Northallerton,J7,16480.0,54.333332999999996,-1.433333
998207,gb,northam,Northam,D4,7668.0,51.033333,-4.216667
998209,gb,northampton,Northampton,J1,197323.0,52.25,-0.883333
998219,gb,north berwick,North Berwick,U6,6439.0,56.066667,-2.7166669999999997
998279,gb,north kessock,North Kessock,V3,881.0,57.5,-4.25
998327,gb,north shields,North Shields,J5,39747.0,55.004721999999994,-1.4727780000000001
998350,gb,northwich,Northwich,C5,42113.0,53.266667000000005,-2.5
998390,gb,norwich,Norwich,I9,177636.0,52.63333299999999,1.3
998396,gb,nottingham,Nottingham,J8,246655.0,52.966667,-1.166667
998403,gb,nuneaton,Nuneaton,P3,73555.0,52.516667000000005,-1.466667
998428,gb,oakham,Oakham,L4,10150.0,52.666667000000004,-0.733333
998435,gb,oakley,Oakley,V1,4067.0,56.066667,-3.55
998443,gb,oban,Oban,T8,8082.0,56.416667000000004,-5.466667
998450,gb,ochiltree,Ochiltree,U4,665.0,55.45,-4.366667
998499,gb,oldham,Oldham,K1,104783.0,53.55,-2.1166669999999996
998509,gb,oldmeldrum,Oldmeldrum,T6,2023.0,57.316667,-2.316667
998537,gb,omagh,Omagh,T3,18463.0,54.583332999999996,-7.25
998570,gb,ormiston,Ormiston,U6,2062.0,55.9,-2.933333
998572,gb,ormskirk,Ormskirk,H2,23792.0,53.566667,-2.9
998589,gb,ossett,Ossett,O7,21616.0,53.666667000000004,-1.566667
