,Country,City,AccentCity,Region,Population,Latitude,Longitude
2338469,ro,suceveni,Suceveni,18,2160.0,46.012221999999994,28.018056
2338471,ro,sucevita,Sucevita,34,2584.0,47.783333,25.716667
2338476,ro,suciu de sus,Suciu de Sus,25,6125.0,47.433333000000005,24.033333
2338481,ro,suditi,Suditi,22,2281.0,44.583333,27.6
2338493,ro,sugag,Sugag,01,3175.0,45.766667,23.633333
2338499,ro,suhaia,Suhaia,42,4744.0,43.733333,25.25
2338500,ro,suharau,Suharau,07,5356.0,48.133333,26.416666999999997
2338511,ro,suici,Suici,39,2897.0,45.25,24.533333
2338516,ro,suletea,Suletea,38,2535.0,46.283333,27.9
2338522,ro,sulina,Sulina,37,4443.0,45.15,29.666666999999997
2338547,ro,suncuius,Suncuius,05,3444.0,46.933333000000005,22.533333
2338554,ro,suplac,Suplac,27,2332.0,46.383333,24.516667
2338555,ro,suplacu de barcau,Suplacu de Barcau,05,4517.0,47.25,22.533333
2338561,ro,supuru de jos,Supuru de Jos,32,4598.0,47.466667,22.8
2338565,ro,suraia,Suraia,40,7770.0,45.683333000000005,27.4
2338566,ro,sura mare,Sura Mare,33,3253.0,45.85,24.166667
2338567,ro,sura mica,Sura Mica,33,2311.0,45.833333,24.066667000000002
2338570,ro,surani,Surani,42,1838.0,45.2,26.166667
2338582,ro,surdila-gaiseanca,Surdila-Gaiseanca,42,2726.0,45.066666999999995,27.333333000000003
2338583,ro,surdila-greci,Surdila-Greci,11,1635.0,45.066666999999995,27.266666999999998
2338590,ro,surduc,Surduc,31,3934.0,47.25,23.35
2338618,ro,susani,Susani,26,3875.0,44.6,24.083333
2338620,ro,susani,Susani,29,3875.0,44.583333,24.1
2338634,ro,suseni,Suseni,03,3492.0,44.716667,24.95
2338637,ro,suseni,Suseni,20,5079.0,46.666667,25.55
2338639,ro,suseni,Suseni,27,2282.0,46.816666999999995,24.75
2338661,ro,sutesti,Sutesti,08,4740.0,45.216667,27.433333
2338662,ro,sutesti,Sutesti,29,3596.0,44.65,24.216667
2338673,ro,svinita,Svinita,26,1105.0,44.499722,22.106111
2338852,ro,tacuta,Tacuta,23,3410.0,46.916667,27.683333
2338860,ro,taga,Taga,13,2124.0,46.95,24.05
2338877,ro,talea,Talea,42,1184.0,45.216667,25.55
2338883,ro,talmaciu,Talmaciu,33,8660.0,45.65,24.266667
2338918,ro,tamadau mare,Tamadau Mare,41,2579.0,44.466667,26.55
2338928,ro,tamaseni,Tamaseni,23,8292.0,46.983333,26.933333
2338941,ro,tamasi,Tamasi,04,6330.0,46.483333,26.983333000000002
2338948,ro,tamboesti,Tamboesti,40,4565.0,45.516667,27.05
2338951,ro,tamna,Tamna,26,3656.0,44.566666999999995,23.016667
2338961,ro,tanacu,Tanacu,38,5986.0,46.683333000000005,27.816667
2338963,ro,tanasoaia,Tanasoaia,38,2341.0,46.1,27.366667
2338971,ro,tandarei,Tandarei,22,12231.0,44.65,27.666666999999997
2338981,ro,tansa,Tansa,23,3081.0,46.916667,27.233333000000002
2338984,ro,tantareni,Tantareni,26,5762.0,44.6,23.483333
2339009,ro,tarcau,Tarcau,28,3504.0,46.866667,26.133333
2339010,ro,tarcea,Tarcea,05,2652.0,47.45,22.183332999999998
2339026,ro,targoviste,Targoviste,16,88436.0,44.933333000000005,25.45
2339029,ro,targsorul-vechi,Targsorul-Vechi,30,8460.0,44.866667,25.916667
2339034,ro,targu bujor,Targu Bujor,18,7532.0,45.866667,27.9
2339035,ro,targu carbunesti,Targu Carbunesti,19,8646.0,44.95,23.516667
2339041,ro,targu jiu,Targu Jiu,19,97178.0,45.05,23.283333
2339042,ro,targu-lapus,Targu-Lapus,25,13145.0,47.45,23.866667
2339062,ro,targu-mures,Targu-Mures,27,146864.0,46.55,24.566667000000002
2339063,ro,targu-neamt,Targu-Neamt,28,20473.0,47.2,26.366667
2339064,ro,targu ocna,Targu Ocna,04,13127.0,46.283333,26.616667
2339070,ro,targusor,Targusor,14,2937.0,44.45,28.416666999999997
2339074,ro,targu-trotus,Targu-Trotus,04,5305.0,46.266667,26.666666999999997
2339093,ro,tarlisua,Tarlisua,06,3693.0,47.383333,24.183332999999998
2339095,ro,tarlungeni,Tarlungeni,09,7219.0,45.633333,25.75
2339104,ro,tarnaveni,Tarnaveni,27,25721.0,46.333333,24.283333
2339114,ro,tarnova,Tarnova,02,6146.0,46.316666999999995,21.8
2339115,ro,tarnova,Tarnova,12,1844.0,45.3425,22.006110999999997
2339124,ro,tarsolt,Tarsolt,32,2973.0,47.95,23.35
2339129,ro,tartasesti,Tartasesti,16,5066.0,44.577222,25.812778
2339137,ro,tasca,Tasca,28,2682.0,46.9,26.016667
2339141,ro,tasnad,Tasnad,05,9467.0,47.483333,22.583333
2339148,ro,tatarani,Tatarani,16,5422.0,45.0,25.266667
2339150,ro,tatarani,Tatarani,38,2551.0,46.7,27.966666999999998
2339152,ro,tataranu,Tataranu,40,4904.0,45.516667,27.316667
2339156,ro,tatarastii de jos,Tatarastii de Jos,42,4228.0,44.366667,25.183332999999998
2339157,ro,tatarastii de sus,Tatarastii de Sus,42,3271.0,44.416667,25.116667
2339158,ro,tatarasti,Tatarasti,38,2630.0,46.216667,27.2
2339175,ro,tatarusi,Tatarusi,23,5651.0,47.35,26.6
2339181,ro,tataru,Tataru,42,1255.0,45.1,26.333333000000003
2339198,ro,tatulesti,Tatulesti,42,1324.0,44.633333,24.633333
2339207,ro,taureni,Taureni,20,1033.0,46.266667,25.25
2339222,ro,tauteu,Tauteu,05,4377.0,47.266667,22.333333
2339225,ro,tautii margheraus,Tautii Margheraus,25,6597.0,47.65,23.483333
2339232,ro,taut,Taut,02,2139.0,46.283333,21.916667
2339242,ro,tazlau,Tazlau,28,3002.0,46.716667,26.466666999999998
2339245,ro,teaca,Teaca,06,5954.0,46.916667,24.516667
2339260,ro,techirghiol,Techirghiol,14,7083.0,44.05,28.6
2339266,ro,tecuci,Tecuci,38,41154.0,45.866667,27.416666999999997
2339281,ro,teisani,Teisani,42,3968.0,45.233333,25.983333
2339299,ro,teius,Teius,01,7112.0,46.2,23.683332999999998
2339314,ro,teiu,Teiu,42,1853.0,44.65,25.133333
2339323,ro,telciu,Telciu,06,5314.0,47.433333000000005,24.4
2339340,ro,telega,Telega,42,6358.0,45.133333,25.783333
2339356,ro,telesti,Telesti,19,2779.0,45.016667,23.083333
2339362,ro,teliucu inferior,Teliucu Inferior,21,2527.0,45.716667,22.883333
2339369,ro,teliu,Teliu,15,3610.0,45.7,25.85
2339442,ro,tepu,Tepu,38,2538.0,45.966667,27.366667
2339445,ro,terebesti,Terebesti,32,1551.0,47.683333000000005,22.716667
2339446,ro,teregova,Teregova,12,4207.0,45.15,22.283333
2339448,ro,teremia mare,Teremia Mare,36,4108.0,45.935278000000004,20.525
2339457,ro,terpezita,Terpezita,26,1952.0,44.283333,23.516667
2339465,ro,teslui,Teslui,29,2822.0,44.516667,24.366667
2339473,ro,tetchea,Tetchea,05,3105.0,47.05,22.316667000000002
2339482,ro,tetoiu,Tetoiu,26,2995.0,44.75,23.916667
2339493,ro,tia mare,Tia Mare,42,4853.0,43.866667,24.633333
2339495,ro,tibana,Tibana,23,7098.0,46.983333,27.333333000000003
2339498,ro,tibanesti,Tibanesti,23,7662.0,46.916667,27.333333000000003
2339514,ro,tibucani,Tibucani,28,4403.0,47.1,26.533333000000002
2339519,ro,tichilesti,Tichilesti,08,4270.0,45.116667,27.9
2339525,ro,ticleni,Ticleni,19,5250.0,44.883333,23.4
2339533,ro,ticusul,Ticusul,20,849.0,45.933333000000005,25.1
2339541,ro,ticvaniu mare,Ticvaniu Mare,12,1894.0,45.135278,21.638056
2339547,ro,tifesti,Tifesti,40,5202.0,45.85,27.1
2339551,ro,tiganasi,Tiganasi,23,4283.0,47.333333,27.466666999999998
2339567,ro,tiganesti,Tiganesti,35,5397.0,43.9,25.366667
2339595,ro,tigveni,Tigveni,39,3634.0,45.133333,24.583333
2339606,ro,tileagd,Tileagd,05,6994.0,47.066666999999995,22.2
2339609,ro,tilisca,Tilisca,33,1656.0,45.8,23.85
2339618,ro,timisesti,Timisesti,28,4004.0,47.233333,26.55
2339619,ro,timisoara,Timisoara,36,315055.0,45.749444,21.227222
2339640,ro,tinca,Tinca,05,7335.0,46.766667,21.95
2339653,ro,tinosu,Tinosu,30,2551.0,44.816666999999995,26.016667
2339664,ro,tintesti,Tintesti,11,4475.0,45.066666999999995,26.866667
2339691,ro,tiream,Tiream,32,2317.0,47.616667,22.466667
2339779,ro,tisau,Tisau,11,5114.0,45.166667,26.516666999999998
2339786,ro,tismana,Tismana,19,7751.0,45.05,22.966667
2339795,ro,titesti,Titesti,03,4581.0,45.016667,25.0
2339810,ro,titu,Titu,42,10081.0,44.65,25.533333
2339839,ro,todireni,Todireni,23,3579.0,47.616667,27.116667
2339842,ro,todiresti,Todiresti,23,6970.0,47.316666999999995,26.833333000000003
2339843,ro,todiresti,Todiresti,34,5763.0,47.7,26.033333
2339844,ro,todiresti,Todiresti,38,5388.0,46.85,27.366667
2339897,ro,tomesti,Tomesti,02,1279.0,46.216667,22.65
2339900,ro,tomesti,Tomesti,23,11828.0,47.116667,27.683333
2339919,ro,tomsani,Tomsani,30,4550.0,44.95,26.283333000000002
2339920,ro,tomsani,Tomsani,39,4123.0,45.116667,24.05
2339947,ro,topalu,Topalu,14,1891.0,44.55,28.05
2339949,ro,topana,Topana,03,1220.0,44.816666999999995,24.516667
2339964,ro,toplet,Toplet,12,2812.0,44.797222,22.394444
2339966,ro,topliceni,Topliceni,11,4374.0,45.416667,27.0
2339973,ro,toplita,Toplita,21,870.0,45.683333000000005,22.783333
2339976,ro,toplita,Toplita,27,15663.0,46.916667,25.333333
2339985,ro,topolog,Topolog,37,4982.0,44.883333,28.366667
2339988,ro,topolovatu mare,Topolovatu Mare,36,2942.0,45.773889000000004,21.618889000000003
2339991,ro,topoloveni,Topoloveni,03,11039.0,44.816666999999995,25.083333
2339995,ro,toporu,Toporu,42,2536.0,44.010556,25.652778
2339997,ro,topraisar,Topraisar,14,5329.0,44.016667,28.45
2340008,ro,tormac,Tormac,36,2706.0,45.520833,21.493610999999998
2340020,ro,tortoman,Tortoman,14,1819.0,44.35,28.216666999999998
2340031,ro,totesti,Totesti,02,1990.0,45.566666999999995,22.883333
2340051,ro,traian,Traian,04,4662.0,46.633333,27.033333000000002
2340052,ro,traian,Traian,08,3684.0,45.183333000000005,27.733333000000002
2340057,ro,traian,Traian,26,3419.0,44.016667,24.45
2340060,ro,traian,Traian,42,2170.0,43.766667,25.0
2340062,ro,traian vuia,Traian Vuia,02,2215.0,45.8,22.066667000000002
2340115,ro,treznea,Treznea,31,1012.0,47.1,23.116667
2340121,ro,trifesti,Trifesti,23,5232.0,47.45,27.516666999999998
2340122,ro,trifesti,Trifesti,38,5018.0,46.916667,26.816667
2340126,ro,tritenii de jos,Tritenii de Jos,13,5008.0,46.583333,24.0
2340129,ro,trivalea-mosteni,Trivalea-Mosteni,35,3359.0,44.266667,25.233333
2340136,ro,troianul,Troianul,42,3502.0,44.0,25.0
2340148,ro,trusesti,Trusesti,07,5748.0,47.766667,27.016666999999998
2340156,ro,tudora,Tudora,07,5139.0,47.516667,26.633333
2340161,ro,tudor vladimirescu,Tudor Vladimirescu,08,5327.0,45.216667,27.8
2340163,ro,tudor vladimirescu,Tudor Vladimirescu,18,5498.0,45.566666999999995,27.65
2340187,ro,tufeni,Tufeni,42,3286.0,44.366667,24.783333
2340191,ro,tufesti,Tufesti,08,5784.0,45.05,27.816667
2340194,ro,tuglui,Tuglui,17,2969.0,44.183333000000005,23.816667000000002
2340208,ro,tulca,Tulca,02,2849.0,46.783333,21.783333
2340209,ro,tulcea,Tulcea,37,92475.0,45.166667,28.8
2340213,ro,tulghes,Tulghes,28,3543.0,46.95,25.766667
2340216,ro,tulnici,Tulnici,38,5803.0,45.916667,26.666666999999997
2340219,ro,tulucesti,Tulucesti,18,7503.0,45.566666999999995,28.033333000000002
2340228,ro,tunari,Tunari,43,3859.0,44.55,26.15
2340235,ro,tupilati,Tupilati,28,2388.0,47.066666999999995,26.633333
2340245,ro,turburea,Turburea,26,4652.0,44.716667,23.516667
2340254,ro,turceni,Turceni,26,8458.0,44.683333000000005,23.366667
2340260,ro,turcinesti,Turcinesti,19,2373.0,45.1,23.333333
2340263,ro,turcoaia,Turcoaia,08,3646.0,45.116667,28.183333
2340266,ro,turdas,Turdas,21,1931.0,45.85,23.116667
2340267,ro,turda,Turda,13,54587.0,46.566666999999995,23.783333
2340272,ro,tureni,Tureni,13,2545.0,46.616667,23.7
2340275,ro,turia,Turia,15,3846.0,46.033333,26.05
2340289,ro,turnu magurele,Turnu Magurele,42,28784.0,43.75,24.866667
2340290,ro,turnu rosu,Turnu Rosu,33,2578.0,45.633333,24.3
2340297,ro,turt,Turt,32,6693.0,47.983333,23.216667
2340302,ro,turulung,Turulung,32,3815.0,47.933333000000005,23.083333
2340314,ro,tusnad,Tusnad,15,2084.0,46.2,25.9
2340326,ro,tutora,Tutora,23,2126.0,47.133333,27.783333000000002
2340327,ro,tutova,Tutova,38,5619.0,46.116667,27.55
2340333,ro,tuzla,Tuzla,14,6292.0,44.0,28.633333
2340339,ro,ucea,Ucea,33,2069.0,45.733333,24.683332999999998
2340350,ro,uda,Uda,03,2567.0,44.916667,24.566667000000002
2340356,ro,udesti,Udesti,34,7177.0,47.566666999999995,26.416666999999997
2340400,ro,uivar,Uivar,36,4378.0,45.658056,20.905832999999998
2340437,ro,uliesti,Uliesti,42,4494.0,44.583333,25.416667
2340439,ro,ulies,Ulies,20,1255.0,46.216667,25.233333
2340450,ro,ulma,Ulma,34,2285.0,47.883333,25.3
2340456,ro,ulmeni,Ulmeni,11,3283.0,45.066666999999995,26.65
2340457,ro,ulmeni,Ulmeni,25,7047.0,47.466667,23.3
2340461,ro,ulmeni,Ulmeni,41,5285.0,44.15,26.716666999999998
2340476,ro,ulmi,Ulmi,16,3899.0,44.9,25.5
2340480,ro,ulmi,Ulmi,42,7606.0,44.486667,25.780278
2340484,ro,ulmu,Ulmu,41,1927.0,44.266667,26.916666999999997
2340485,ro,ulmu,Ulmu,42,4397.0,44.95,27.316667
2340490,ro,umbraresti,Umbraresti,40,7116.0,45.716667,27.466666999999998
2340499,ro,ungheni,Ungheni,23,3983.0,47.2,27.783333000000002
2340500,ro,ungheni,Ungheni,27,6449.0,46.483333,24.466667
2340502,ro,ungheni,Ungheni,42,3678.0,44.5,24.966667
2340505,ro,ungra,Ungra,20,1983.0,45.983333,25.266667
2340506,ro,unguras,Unguras,06,3031.0,47.116667,24.05
2340526,ro,ungureni,Ungureni,04,3728.0,46.516667,26.95
2340548,ro,unirea,Unirea,08,2550.0,45.116667,27.816667
2340550,ro,unirea,Unirea,21,5377.0,45.616667,22.883333
2340551,ro,unirea,Unirea,26,4225.0,44.15,23.183332999999998
2340554,ro,unirea,Unirea,41,2954.0,44.266667,27.633333
2340558,ro,unteni,Unteni,07,3022.0,47.8,26.783333000000002
2340566,ro,urdari,Urdari,26,3162.0,44.8,23.3
2340575,ro,urecheni,Urecheni,28,4007.0,47.166667,26.516666999999998
2340581,ro,urechesti,Urechesti,38,3999.0,46.133333,27.083333000000003
2340583,ro,urechesti,Urechesti,40,5856.0,45.6,27.066667
2340587,ro,uricani,Uricani,26,9924.0,45.333333,23.15
2340604,ro,uriu,Uriu,06,3572.0,47.2,24.05
2340608,ro,urlati,Urlati,30,11798.0,44.983333,26.233333000000002
2340627,ro,urmenis,Urmenis,27,2253.0,46.766667,24.366667
2340686,ro,urziceni,Urziceni,32,1479.0,47.733333,22.4
2340687,ro,urziceni,Urziceni,42,16771.0,44.716667,26.633333
2340691,ro,urzicuta,Urzicuta,26,3118.0,44.016667,23.55
2340725,ro,vacaresti,Vacaresti,16,7812.0,44.85,25.483333
2340737,ro,vaculesti,Vaculesti,07,2247.0,47.883333,26.416666999999997
2340740,ro,vadastra,Vadastra,26,3631.0,43.866667,24.366667
2340741,ro,vadastrita,Vadastrita,26,3715.0,43.85,24.333333
2340744,ro,vadeni,Vadeni,08,4173.0,45.366667,27.933333
2340749,ro,vadu crisului,Vadu Crisului,05,4311.0,46.983333,22.516667
2340752,ro,vadu izei,Vadu Izei,25,2794.0,47.883333,23.95
2340774,ro,vadu moldovei,Vadu Moldovei,34,7325.0,47.383333,26.366667
2340775,ro,vadu motilor,Vadu Motilor,01,1523.0,46.4,22.966667
2340781,ro,vadu pasii,Vadu Pasii,11,9034.0,45.166667,26.9
2340801,ro,vad,Vad,13,2118.0,47.2,23.75
2340810,ro,vagiulesti,Vagiulesti,26,3113.0,44.716667,23.083333
2340819,ro,vaideeni,Vaideeni,26,4198.0,45.166667,23.933332999999998
2340849,ro,valcanesti,Valcanesti,30,3924.0,45.116667,25.933332999999998
2340852,ro,valcau de jos,Valcau de Jos,05,3232.0,47.116667,22.733333
2340864,ro,valcelele,Valcelele,11,1811.0,45.083333,26.633333
2340871,ro,valcele,Valcele,15,3646.0,45.85,25.683332999999998
2340891,ro,valea argovei,Valea Argovei,41,2756.0,44.35,26.783333000000002
2340962,ro,valea calugareasca,Valea Calugareasca,30,10378.0,44.966667,26.15
2340990,ro,valea chioarului,Valea Chioarului,25,2252.0,47.433333000000005,23.483333
2340995,ro,valea ciorii,Valea Ciorii,22,1996.0,44.716667,27.566667
2341019,ro,valea crisului,Valea Crisului,15,3405.0,45.916667,25.766667
2341034,ro,valea danului,Valea Danului,39,3089.0,45.183333000000005,24.65
2341054,ro,valea dragului,Valea Dragului,42,3214.0,44.212222,26.303611
2341107,ro,valea iasului,Valea Iasului,39,2778.0,45.183333000000005,24.716667
2341114,ro,valea ierii,Valea Ierii,13,1010.0,46.65,23.35
2341127,ro,valea larga,Valea Larga,27,3326.0,46.616667,24.066667000000002
2341159,ro,valea lui mihai,Valea lui Mihai,05,10240.0,47.516667,22.15
2341181,ro,valea lunga,Valea Lunga,02,3199.0,46.083333,22.783333
2341182,ro,valea lunga,Valea Lunga,16,5097.0,45.066666999999995,25.55
2341202,ro,valea macrisului,Valea Macrisului,42,2090.0,44.75,26.833333000000003
2341224,ro,valea mare-pravat,Valea Mare-Pravat,42,4210.0,45.283333,25.083333
2341232,ro,valea mare,Valea Mare,15,1156.0,45.766667,26.0
2341233,ro,valea mare,Valea Mare,16,2533.0,44.783333,25.233333
2341236,ro,valea mare,Valea Mare,26,3165.0,44.666667,24.0
2341239,ro,valea mare,Valea Mare,29,3961.0,44.466667,24.433332999999998
2341244,ro,valea marului,Valea Marului,38,3717.0,45.833333,27.683333
2341263,ro,valea moldovei,Valea Moldovei,34,5814.0,47.466667,26.033333
2341300,ro,valea nucarilor,Valea Nucarilor,37,3968.0,45.033333,28.933333
2341415,ro,valea salciei,Valea Salciei,11,862.0,45.5,26.816667
2341424,ro,valea sarii,Valea Sarii,38,2093.0,45.883333,26.8
2341442,ro,valea seaca,Valea Seaca,04,3516.0,46.466667,26.866667
2341445,ro,valea seaca,Valea Seaca,23,5865.0,47.283333,26.666666999999997
2341477,ro,valea stanciului,Valea Stanciului,26,6264.0,43.983333,23.866667
2341547,ro,valea ursului,Valea Ursului,38,3916.0,46.816666999999995,27.083333000000003
2341569,ro,valea viilor,Valea Viilor,33,1991.0,46.083333,24.283333
2341576,ro,valea vinului,Valea Vinului,32,2221.0,47.716667,23.183332999999998
2341593,ro,valenii de munte,Valenii de Munte,30,13276.0,45.183333000000005,26.033333
2341626,ro,valeni,Valeni,38,6723.0,46.592778,28.0625
2341628,ro,valeni,Valeni,42,3317.0,44.233333,24.783333
2341638,ro,valisoara,Valisoara,02,1369.0,46.05,22.85
2341642,ro,valiug,Valiug,12,953.0,45.233333,22.033333
2341653,ro,valu lui traian,Valu lui Traian,14,8733.0,44.166667,28.466666999999998
2341660,ro,vama buzaului,Vama Buzaului,09,3289.0,45.583333,25.983333
2341667,ro,vama,Vama,25,3576.0,47.833333,23.4
2341668,ro,vama,Vama,34,5995.0,47.566666999999995,25.683332999999998
2341679,ro,vanatorii mici,Vanatorii Mici,42,4965.0,44.490278,25.558889
2341682,ro,vanatori-neamt,Vanatori-Neamt,28,8707.0,47.2,26.316667
2341687,ro,vanatori,Vanatori,18,4126.0,45.533333,28.016666999999998
2341688,ro,vanatori,Vanatori,20,3702.0,46.233333,24.933332999999998
2341689,ro,vanatori,Vanatori,23,4782.0,47.233333,27.533333000000002
2341690,ro,vanatori,Vanatori,26,4570.0,44.242778,22.928889
2341692,ro,vanatori,Vanatori,40,5521.0,45.733333,27.25
2341698,ro,vanjulet,Vanjulet,26,1894.0,44.441111,22.7925
2341703,ro,varadia,Varadia,12,1483.0,45.078333,21.546944
2341714,ro,varasti,Varasti,42,6412.0,44.237778000000006,26.248611
2341735,ro,varbilau,Varbilau,42,7084.0,45.183333000000005,25.95
2341737,ro,varciorog,Varciorog,05,2314.0,46.966667,22.3
2341745,ro,varfurile,Varfurile,02,3247.0,46.316666999999995,22.516667
2341749,ro,vargata,Vargata,27,1976.0,46.566666999999995,24.8
2341751,ro,varghis,Varghis,20,1876.0,46.133333,25.533333
2341761,ro,varias,Varias,36,6054.0,46.016667,20.95
2341770,ro,varlezi,Varlezi,18,2185.0,45.9,27.85
2341782,ro,varsag,Varsag,20,1493.0,46.516667,25.35
2341793,ro,varsolt,Varsolt,31,2406.0,47.2,22.933332999999998
2341801,ro,vartescoiu,Vartescoiu,40,3425.0,45.733333,27.083333000000003
2341804,ro,vartoapele-de-jos,Vartoapele-de-Jos,35,3201.0,44.183333000000005,25.2
2341814,ro,vartop,Vartop,26,1818.0,44.2,23.35
2341821,ro,varvoru,Varvoru,17,3344.0,44.233333,23.633333
2341842,ro,vasilati,Vasilati,41,7840.0,44.287778,26.4475
2341866,ro,vaslui,Vaslui,38,69226.0,46.633333,27.733333000000002
2341874,ro,vata de jos,Vata de Jos,02,4239.0,46.183333000000005,22.6
2341881,ro,vatava,Vatava,06,2099.0,46.966667,24.766667
2341883,ro,vatra dornei,Vatra Dornei,06,16055.0,47.35,25.366667
2341885,ro,vatra moldovitei,Vatra Moldovitei,34,4653.0,47.65,25.566667000000002
2341904,ro,vedea,Vedea,03,4243.0,44.783333,24.616667
2341905,ro,vedea,Vedea,35,3108.0,44.083333,25.066667000000002
2341906,ro,vedea,Vedea,42,5785.0,43.783333,25.783333
2341912,ro,vela,Vela,26,2211.0,44.283333,23.416667
2341935,ro,verbita,Verbita,26,1583.0,44.3,23.166667
2341950,ro,veresti,Veresti,34,7089.0,47.6,26.433333
2341954,ro,verguleasa,Verguleasa,29,3439.0,44.65,24.316667000000002
2341957,ro,vermes,Vermes,12,1705.0,45.520556,21.659722
2341961,ro,vernesti,Vernesti,11,8603.0,45.216667,26.733333000000002
2341982,ro,vetca,Vetca,16,849.0,46.35,24.783333
2341985,ro,vetel,Vetel,21,2722.0,45.9,22.816667000000002
2341991,ro,vetis,Vetis,32,4365.0,47.8,22.766667
2341995,ro,vetrisoaia,Vetrisoaia,38,3452.0,46.43,28.208333000000003
2342008,ro,vicovu de jos,Vicovu de Jos,34,5956.0,47.9,25.733333
2342009,ro,vicovu de sus,Vicovu de Sus,34,14077.0,47.933333000000005,25.683332999999998
2342016,ro,victoria,Victoria,22,3942.0,44.816666999999995,27.616667
2342017,ro,victoria,Victoria,23,4305.0,47.283333,27.583333000000003
2342018,ro,victoria,Victoria,33,8812.0,45.733333,24.683332999999998
2342021,ro,victor vlad delamarina,Victor Vlad Delamarina,36,2879.0,45.640556,21.892778
2342029,ro,videle,Videle,35,11813.0,44.278056,25.524444
2342037,ro,vidra,Vidra,01,1924.0,46.383333,22.916667
2342039,ro,vidra,Vidra,38,7424.0,45.916667,26.9
2342040,ro,vidra,Vidra,42,8322.0,44.260556,26.169722
2342069,ro,viile satu mare,Viile Satu Mare,32,3178.0,47.666667,22.95
2342082,ro,viisoara,Viisoara,05,1344.0,47.383333,22.45
2342084,ro,viisoara,Viisoara,07,2298.0,48.166667,26.733333000000002
2342086,ro,viisoara,Viisoara,13,5786.0,46.55,23.916667
2342087,ro,viisoara,Viisoara,16,1635.0,46.283333,24.6
2342089,ro,viisoara,Viisoara,28,5014.0,46.933333000000005,26.233333000000002
2342093,ro,viisoara,Viisoara,38,3894.0,46.383333,27.883333
2342095,ro,viisoara,Viisoara,42,2242.0,43.783333,25.166667
2342145,ro,vima mica,Vima Mica,25,1621.0,47.4,23.716667
2342163,ro,vinderei,Vinderei,38,4716.0,46.15,27.8
2342175,ro,vinga,Vinga,36,6283.0,46.016667,21.2
2342180,ro,vintila voda,Vintila Voda,11,3367.0,45.466667,26.716666999999998
2342182,ro,vintileasca,Vintileasca,40,2155.0,45.6,26.733333000000002
2342187,ro,viperesti,Viperesti,11,3600.0,45.233333,26.466666999999998
2342248,ro,visani,Visani,11,2819.0,45.15,27.283333000000002
2342258,ro,viseu de jos,Viseu de Jos,25,5201.0,47.733333,24.366667
2342260,ro,viseu de sus,Viseu de Sus,25,16321.0,47.716667,24.433332999999998
2342269,ro,visina,Visina,26,3311.0,43.866667,24.45
2342272,ro,visina,Visina,42,6604.0,44.583333,25.333333
2342275,ro,visinesti,Visinesti,16,2372.0,45.1,25.55
2342294,ro,vitanesti,Vitanesti,35,3214.0,44.0,25.416667
2342305,ro,vitomiresti,Vitomiresti,39,2678.0,44.866667,24.4
2342309,ro,vizantea,Vizantea,38,4201.0,45.983333,26.783333000000002
2342319,ro,viziru,Viziru,08,6305.0,45.016667,27.7
2342325,ro,vladaia,Vladaia,26,2185.0,44.35,23.033333
2342334,ro,vladeni,Vladeni,07,4963.0,47.716667,26.516666999999998
2342337,ro,vladeni,Vladeni,22,2230.0,44.616667,27.883333
2342338,ro,vladeni,Vladeni,23,4498.0,47.416667,27.333333000000003
2342346,ro,vladesti,Vladesti,03,3131.0,45.15,24.916667
2342347,ro,vladesti,Vladesti,18,2228.0,45.85,28.083333000000003
2342349,ro,vladesti,Vladesti,39,2411.0,45.116667,24.3
2342359,ro,vladila,Vladila,26,2198.0,44.0,24.4
2342360,ro,vladimirescu,Vladimirescu,02,10451.0,46.15,21.4
2342366,ro,vladimir,Vladimir,26,3435.0,44.833333,23.566667000000002
2342377,ro,vlad tepes,Vlad Tepes,41,2584.0,44.35,27.083333000000003
2342390,ro,vlahita,Vlahita,20,6922.0,46.35,25.516667
2342404,ro,vlasinesti,Vlasinesti,07,3380.0,47.933333000000005,26.883333
2342427,ro,voicesti,Voicesti,29,1752.0,44.6,24.283333
2342432,ro,voila,Voila,09,4513.0,45.816666999999995,24.85
2342435,ro,voineasa,Voineasa,26,1695.0,45.416667,23.95
2342436,ro,voineasa,Voineasa,29,2310.0,44.283333,24.133333
2342447,ro,voinesti,Voinesti,16,6159.0,45.066666999999995,25.25
2342450,ro,voinesti,Voinesti,23,6161.0,47.066666999999995,27.416666999999997
2342451,ro,voinesti,Voinesti,38,3785.0,46.566666999999995,27.416666999999997
2342458,ro,voiteg,Voiteg,36,2402.0,45.468889000000004,21.239167000000002
2342470,ro,voivodeni,Voivodeni,27,1930.0,46.7,24.633333
2342478,ro,voloiac,Voloiac,26,2038.0,44.616667,23.1
2342485,ro,volovat,Volovat,34,6990.0,47.816666999999995,25.9
2342486,ro,voluntari,Voluntari,10,30323.0,44.466667,26.133333
2342489,ro,vorniceni,Vorniceni,07,4490.0,47.983333,26.666666999999997
2342501,ro,vorona,Vorona,07,7992.0,47.6,26.633333
2342508,ro,vorta,Vorta,21,1071.0,46.016667,22.683332999999998
2342512,ro,voslobeni,Voslobeni,20,2026.0,46.65,25.633333
2342524,ro,vrancioaia,Vrancioaia,38,3018.0,45.85,26.733333000000002
2342529,ro,vrani,Vrani,12,1215.0,45.038333,21.4925
