Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malta,MLT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88861301,51.88263378,55.74472304,52.23626405,60.12046409,,58.88929328,55.99395274,60.41666812,61.72018003,71.74146342,61.68696685,58.98253371,60.00496664,58.13226449,51.99910812,58.11827901,52.43745356,50.23138339,47.98408744,47.08011263,47.2340317,45.73183845,38.55289676,,
Myanmar,MMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083068851,,,,,,,,,,,,,,,,,,0.001822921,,,,,
Middle East & North Africa (developing only),MNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971761907,2.249222513,3.345299881,3.178139515,2.299492041,2.607207149,2.842270755,2.553862539,2.665183065,3.960477731,,,,,2.207584075,,,,
Montenegro,MNE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116624929,3.649593716,1.571419947,3.922348327,0.468643716,0.083470692,0.446248365,0.205526891,0.13688849,0.060600436,1.659613861,7.428124598,,,,,,15.8502286,,
Northern Mariana Islands,MNP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.032843325,3.83632821,5.928664521,11.07442191,,2.195762645,9.021072265,2.006745879,3.52224411,6.890879821,11.28154074,8.367006719,2.307831285,10.57277155,3.791649384,9.515814299,1.267976358,26.48074033,24.73600423,13.35482884,,
Mauritania,MRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561279387,0.501303551,0.455960217,0.482636493,0.918000166,0.963399807,0.589613266,0.770306869,1.210008821,1.153749648,1.051924855,1.243474047,2.305751429,5.278176301,4.513230758,1.806959664,24.1514873,8.247408811,7.244789144,1.859425045,0.691355554,0.796340122,0.926069514,0.559315654,,
Malawi,MWI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088738784,0.176626816,,,2.938974119,1.552205483,0.83793734,0.82035449,0.359078335,0.793646013,2.026180121,2.871106853,0.16005167,0.363543204,0.956038501,3.096584097,1.814129386,1.376509936,1.877728848,2.814159984,1.290919694,3.183313758,,5.965101298,,
Malaysia,MYS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58434155,38.3759236,38.21144015,38.21017879,38.92988796,41.13287965,44.25144935,46.12426205,44.41279842,49.02141361,54.92272293,58.94622743,59.56927312,58.11105389,58.22125531,58.93914692,55.65766423,54.64561068,53.8397358,52.28431018,39.92064858,46.57393724,44.52124317,43.38956882,43.71654845,43.5691783,,
North America,NAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.753845,28.540625,29.1076158,29.08684539,27.88381425,27.42165871,27.06081355,27.5954663,28.37926619,29.51170044,29.97133364,30.31720826,28.89783182,27.67780348,26.71748333,25.83801662,25.74135186,26.05579429,23.87843662,23.16059806,20.45658061,18.74472307,17.12991262,16.52654942,17.02248456,,
Namibia,NAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.819505295,0.841779563,1.362940894,2.629023676,5.418383019,11.51248179,6.499242537,5.186931192,0.917140614,1.41742074,1.168325137,1.605373403,5.294463569,1.717092796,,
New Caledonia,NCL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.712565061,0.594358255,0.982397551,0.678971198,0.752577707,2.218837519,0.50788562,1.48014208,0.561123056,0.545864869,6.966341374,0.849328092,15.38054762,10.60254453,,,
Niger,NER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.365776607,19.75152615,8.822706032,4.574220816,15.50376281,5.629815815,3.601125051,2.973333747,3.339791007,3.593646426,11.16096828,11.93304991,12.65010257,3.842881784,14.47289711,6.56300467,4.507445536,5.968460642,52.44546676,,
Nigeria,NGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.675898739,0.111631906,0.018100013,13.39214815,0.590686908,0.366995351,0.142339957,1.730811082,,,7.787441826,0.995504698,0.40851689,2.527707198,1.089279096,1.197366687,1.877730528,2.736696278,,
Nicaragua,NIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.464341882,3.608223991,0.970845556,0.441405235,0.649163942,4.193357361,2.346565092,4.884716427,3.225622927,5.165139591,4.308267317,6.5607069,5.173072366,7.158967109,4.351675876,0.873253087,5.349316181,4.813245445,5.287492195,0.240349295,0.367555122,,
Netherlands,NLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59318891,15.87208401,16.46066304,17.61854179,19.37845508,23.38791773,22.42544316,24.14475283,26.77689453,27.37786413,30.24554906,33.28088374,35.80657318,32.7138565,28.01292016,31.35062975,30.46736176,30.88972069,28.99001578,23.30733559,19.24875306,20.90427243,21.29411615,19.81420267,20.06518282,20.40625359,,
High income: nonOECD,NOC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.152811,23.52378415,25.92088117,23.96140356,27.29977856,26.61756377,27.57955302,28.60831469,24.97625595,26.40280114,24.27412214,23.32241664,20.8598569,21.18103366,17.56730036,16.6070181,20.55560985,18.00479684,15.40562507,16.60747751,16.59793886,,
Norway,NOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04418035,10.64300082,11.43579167,10.91668554,12.41331184,14.69706421,14.57735886,13.53546367,14.09728083,14.56197647,15.67879364,15.6828286,16.76367413,18.19218444,20.63671785,16.83238244,17.43591336,16.09433419,17.21786913,14.72974809,14.84988367,15.80276311,16.15028886,18.46185443,18.82919393,19.11994113,,
Nepal,NPL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.921733703,,,,0.002831832,0.000259913,0.011031168,,,0.122198189,,,,,,0.41337382,0.567478464,0.286024007,,0.298067823,,
New Zealand,NZL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.911692977,4.421998392,4.429282379,4.762226947,5.25105677,5.39774213,6.289666411,7.293276907,7.456100457,9.165930819,12.28068047,15.16199047,9.66482301,9.352565046,9.38056797,9.552768031,9.572334264,10.19057811,10.32368543,9.083276997,8.468855488,8.938252769,9.003039589,9.305350251,9.787714794,10.25362493,,
High income: OECD,OEC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22143854,18.87344551,18.57357994,19.35574643,19.11946438,19.89814633,19.96973547,20.22688672,20.43842671,21.50442402,22.25298169,23.04808533,24.70795759,23.48461688,22.18179706,20.92635803,20.62413574,20.729586,20.9084244,17.16875305,16.62947961,17.37930672,17.17400252,16.46381757,16.75014377,16.37547046,,
OECD members,OED,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22143854,18.61986134,18.29878663,19.0658789,18.87679394,19.61742055,19.72574978,19.99057908,20.18024189,21.22364615,21.94435033,22.81222198,24.4510106,23.25065297,21.95163902,20.73888214,20.42147551,20.46536933,20.61996092,16.97244531,16.39648533,17.17598402,16.96225778,16.26152987,16.50477839,16.12813372,,
Oman,OMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.560682756,14.1464107,14.74273213,12.22927354,4.457496655,6.755896926,6.271192259,4.49388184,5.46550721,8.503752246,8.542641332,9.643737507,3.117178443,3.100477771,2.167210501,5.742788325,0.678341541,0.275351028,0.305531447,0.455952345,0.735322395,0.29508434,0.566284297,2.622388272,3.393646244,3.414128177,,
Other small states,OSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.073749206,1.969429208,2.87718563,2.712753959,4.769275726,5.479748375,,,,,,,,,,
Pakistan,PAK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071649495,0.024563038,0.033875108,0.070946772,,0.041146951,0.032507522,0.087873571,0.114242418,0.313561019,0.38790306,0.297177201,0.674505048,1.211536301,1.092766992,1.380307205,1.447455172,1.383159005,1.851171335,1.71466317,1.685223802,1.759879306,1.666111798,1.883133033,,
Panama,PAN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.766054171,2.60368694,3.01551063,1.895939876,1.363502237,1.228617232,2.180834095,1.902171567,1.353365007,2.316795817,0.983148005,1.34300539,2.558216647,1.234267169,1.374455676,0.826045658,35.40786715,0.41875271,0.046025679,,
Peru,PER,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.347384059,1.433342203,2.487776779,2.410545715,5.824213116,4.548534851,4.04488344,4.492126108,4.376922513,4.286026374,2.605231222,2.638674463,2.893579862,3.232241416,2.717487193,2.50898344,2.747279926,3.464901876,6.586503923,6.219340049,3.487706915,3.571792686,,
Philippines,PHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.46273427,27.49116141,30.28622926,31.53844937,35.02837902,58.46382122,66.50707068,71.96562673,74.99461441,72.62686247,71.89985376,74.17845932,73.6373154,72.63332145,70.78543207,67.70991866,68.89979739,66.30959676,65.53302974,55.25731875,46.35191689,48.85869059,47.10766514,,
Palau,PLW,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30587095,,,
Papua New Guinea,PNG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55957096,,19.02754639,46.2731429,16.95221016,40.16539188,60.85876433,,,,,,,14.1845203,3.452289473,,,
Poland,POL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.484095522,2.774954279,2.4412825,2.575893456,2.915592583,2.618276027,2.948659243,2.649377481,3.360540496,3.171718425,2.878564028,3.073919768,3.337117594,3.789515527,3.740763356,3.03647127,4.316121219,6.101162791,6.685215855,5.873991996,6.952767207,7.705075698,,
Puerto Rico,PRI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.968298033,4.475118854,4.123836186,3.664043828,3.530166136,2.641651132,3.626522074,5.126780941,4.09966488,4.058267568,3.934435942,4.797286694,6.229094425,7.801069756,7.204362889,8.500073088,8.683514546,8.879748639,9.276178086,8.353515182,8.144101238,3.768282693,3.412606747,3.470126878,4.066281659,4.263427786,,
Paraguay,PRY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101805849,0.195469097,0.845767948,1.062582042,0.848481008,1.073186714,2.095599876,1.269983731,2.177168697,3.549347931,2.846742994,2.941195307,4.131189935,3.232094264,5.662420752,6.746385459,7.156387444,8.290712853,6.438259805,6.538403638,10.96788425,6.590166254,7.302681323,6.938665186,7.488661407,,
Pacific island small states,PSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050689091,12.26609292,1.883767866,9.543075496,0.903471073,1.301847004,,,,,,0.327897429,2.26947066,1.318444068,1.149925113,1.067618304,3.543777972,2.74722464,3.772747895,2.886462024,4.37932705,4.755614768,21.72761776,2.99274207,4.076516454,,
French Polynesia,PYF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18382463,15.61604742,17.84834806,13.20768034,8.136345786,13.74926791,3.733640172,3.473536354,11.98067874,13.15453219,11.68271551,2.326796169,16.02319771,9.112511514,4.745152304,15.79691399,2.479832799,7.81487754,,
Qatar,QAT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003520513,0.003449109,0.00097425,0,0.004188348,0.00242072,,0,0.01121926,7.36E-05,0.009625575,0.00019475,0.002467069,0.020320358,0.007111413,0.013222441,0.075343709,0.02086782,0.024487759,0.372878909,0.125016366,,,,
Romania,ROU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.850821584,3.286326957,1.529790985,1.447692256,1.065516013,1.618733164,1.288684591,1.236937385,1.205673049,1.806127743,3.545433458,5.870192853,6.142515394,3.800736748,3.968177125,3.72474566,3.842222591,4.827485917,3.47980266,6.687402779,9.108757201,10.94677922,10.18358602,6.375083035,5.71952223,,
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.664536747,9.34426991,11.97795556,12.33683903,16.06693012,14.03755579,19.15674223,18.97823199,12.92452891,8.437509735,7.777323192,6.878405918,6.474851,9.228727378,9.066344098,7.972085575,8.375376998,10.00599495,,
Rwanda,RWA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598880871,3.096848913,2.166975689,0.601955146,,1.523141726,83.64025575,27.00413616,19.88992575,25.97019893,16.31650204,16.35578671,6.888253629,11.63873979,5.943527373,3.361839147,2.468940271,4.350462129,,
South Asia,SAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.938538445,2.779326916,3.117569429,2.717669001,2.864176122,4.037006738,4.26341789,5.017242835,4.894763719,4.116289575,4.682960988,4.770488598,5.222222212,4.832725735,4.728322713,5.0183561,4.981838363,5.248865775,5.673779838,6.004839857,7.85860077,6.382006201,6.058261421,6.190723308,7.467620759,,
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373211508,0.351576203,0.169333417,0.096369508,0.197337117,0.749585674,,0.357561994,0.987304119,0.425608572,0.469934574,0.375388215,1.371354995,0.360288007,0.668897032,0.938558986,0.656645503,0.461193838,0.264831105,0.732879978,0.556714349,0.640487289,0.695865566,,
Sudan,SDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.500051603,9.54E-05,0.089093067,8.646578585,3.80071047,2.542212976,8.739210953,0.03658016,0,0.578268894,0.605706109,,0.102401247,29.36923205,0.155640071,0.69540684,,,,
Senegal,SEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.462643925,1.711894139,5.766384269,12.2912144,7.286035565,4.46008587,4.260877633,4.902101765,5.816501409,8.270946192,5.847358532,4.472999093,5.261533311,11.8578439,1.189080061,0.563647418,0.690258258,2.72043791,,
Singapore,SGP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4446585,39.89388625,40.54177075,44.79651772,47.50310685,50.65897587,54.14704475,55.71437159,57.01658868,59.06705934,60.89937853,62.79494579,60.94929712,60.62664036,56.54326429,56.87614852,56.89331123,58.07081684,45.21033431,49.38403528,48.14199882,49.90865546,45.15697135,45.2892229,46.99436728,,
Solomon Islands,SLB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.40443316,,12.62593052,,
Sierra Leone,SLE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.64816666,,31.07932224,,,,,,,,,,,,,
El Salvador,SLV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.971188555,7.605502975,7.928847815,7.727272093,7.784553805,6.568936637,3.483351692,4.648381745,5.476222145,5.118348317,4.395767,4.361284555,4.448500693,4.570201621,4.290406766,5.096856569,5.792481772,5.587844844,4.747843114,4.437309265,,
San Marino,SMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.634570861,,,,5.511487568,2.909208244,4.899781759,2.508541307,3.301111943,5.529578332,4.053249499,,4.259804757,3.239132739,3.558232292,3.63211646,,,,,,,,
Sub-Saharan Africa (developing only),SSA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.598847643,4.853309926,5.547472579,6.681625056,8.684747553,3.772079097,3.527674134,3.486996469,3.417170453,5.388947138,,7.379287739,4.612997025,3.634528636,5.171271446,2.729211615,4.254839342,4.299292469,4.119635537,,
South Sudan,SSD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.594568535,4.844571261,5.540015505,6.670080358,8.668262373,3.764370153,3.513047945,3.591705061,3.399660965,,,7.362948296,4.595106346,3.633614214,5.171271446,2.729211615,4.254839342,4.299292469,4.119635537,,
Small states,SST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.598623788,3.330328437,3.129449699,2.259243047,3.380807831,4.034950727,7.638939759,4.672084767,4.100231134,1.614333057,,,,,,
Sao Tome and Principe,STP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07871149,,,7.681977423,1.277713167,0.255673517,0.044979683,15.56316536,14.02596355,2.001836969,14.32505942,14.11762965,,
Suriname,SUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038303203,0.025336268,0.426412863,0.221138823,0.585161114,0.204958717,8.166360756,6.346498327,10.6887486,10.94234973,8.014453786,13.69873253,6.219043452,8.698275884,5.458335502,13.91971885,12.14138419,6.503795262,,,,
Slovak Republic,SVK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.060628378,3.121289091,3.173378791,3.613901802,3.560630482,4.284248161,3.633414816,3.861987362,3.212524323,3.801989078,5.479068485,7.437556232,6.719764945,5.354229599,5.264358434,5.703950457,6.76777103,7.104378047,9.210821462,10.31250111,,
Slovenia,SVN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33468792,3.433389887,,3.619225906,4.507087088,4.322728561,4.511733972,4.130942405,4.905464309,5.335968088,5.421669251,6.42197545,5.732413185,4.928860044,5.506512385,5.013001074,5.820976526,6.477853855,5.723363918,5.803878003,6.183171235,6.21911241,,
Sweden,SWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.34321975,12.70716357,12.90405571,13.28609929,13.30789938,12.97110408,12.82813922,16.40568532,17.93867845,19.44474687,19.8214433,21.53758834,22.77450726,17.39462068,18.16863258,16.25806117,17.4062107,16.93751429,16.10376752,11.52834456,11.19786792,12.91340318,13.69625096,13.37657781,13.40591263,13.99736922,,
Swaziland,SWZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402915774,0.786125919,0.485227242,0.298991271,0.103682509,0.07649335,0.134238288,0.115640868,,,,,,,,
Sint Maarten (Dutch part),SXM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04008222,0,0.025980529,0,0,0,0,0,2.088532937,0.824633465,22.52520079,0,0,19.17658439,3.145023473,0,3.350804688,,,,,,,
Syrian Arab Republic,SYR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531688776,0.405977506,0.614257366,0.797067051,1.024002284,2.082085874,0.804813407,1.270954274,1.806880372,1.556809531,1.336723391,,,,,
Turks and Caicos Islands,TCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90313079,19.57142275,7.697651016,3.33062505,5.81817351,9.207311409,,,,,,,2.078292869,1.910354205,,,
Chad,TCD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.810048811,,,0.589815227,,,1.798708127,4.992867454,5.288019319,2.018664456,0.592026736,0.665542437,0.601634503,0.623211735,0.657607489,1.013873078,0.026536125,0.093467743,,0.057997818,0.041755167,0.085826051,0.058687,0.207261532,0.177219204,0.217919873,,
Thailand,THA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95029905,20.87117866,20.83935631,22.03817995,20.65333615,23.72077835,24.54088288,29.15229045,30.76462075,34.41864218,32.4002109,33.35912864,31.51139376,30.77735912,30.30813621,28.13184442,26.67177174,27.39161319,25.95792004,24.55437402,25.34038367,24.01660453,20.74201849,20.54185388,20.09332562,,
Tajikistan,TJK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7450495,,,,,,,,,,,,,,,
Turkmenistan,TKM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001236743,11.66246484,4.952147411,,,,,,,,,,,,,,,
Timor-Leste,TLS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,9.781641759,,
Tonga,TON,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0.106306152,0.038764595,0.086765,6.53182995,,,
Trinidad and Tobago,TTO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146453678,0.248541474,3.929662156,1.205589085,3.196702752,0.310223283,0.24143574,1.361824396,1.969888623,0.913346863,3.22637727,1.993365968,0.244690945,1.14871789,1.34706174,1.030194189,1.563353953,0.748551909,0.243316079,0.100109511,,,,,
Tunisia,TUN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.120813848,1.84867112,1.644372773,2.840837458,1.544222962,1.608997579,1.639408674,1.653497707,2.058180039,2.701016118,3.427068727,3.313573751,3.708762277,3.805322374,5.023151526,4.510720196,6.680848185,5.416796982,4.543789716,4.097911696,4.894227503,5.602844497,4.691300092,4.941424348,,
Turkey,TUR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74925391,1.213969632,0.999972331,1.175220658,1.339299275,1.655497017,1.205811734,1.607365563,2.144679451,2.182560835,4.140513781,4.825745722,3.871274757,1.789857537,1.932463938,1.896813609,1.474042955,1.853989329,1.89332192,1.61597004,1.737729868,1.934102429,1.83861323,1.829143764,1.878196059,,
Tuvalu,TUV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81594537,17.68591442,4.249648864,14.98036358,,,,,,,,,,
